,FAM_N,internet,agua,banco,iglesia,dejar_hijos,cuantas_personas,tiempo_casa,primer_hijo,cuantas_trabajan,tiempo_trabajan,pierden_colegio,ingreso,bautizadas,DIRECCION,PADRE,MADRE,F,M,NINOS,MAYORES
197,219.0,0.0,1.0,0.0,1.0,0.0,5,17.0,20.0,1.0,0.5,1.9508474576271186,700.0,0.8,NUEVO MILENIO,1.0,1.0,3.0,4.0,5.0,0.0
198,219.0,0.0,1.0,0.0,1.0,0.0,5,17.0,20.0,1.0,0.5,1.9508474576271186,700.0,0.8,VILLA SAN JUAN,1.0,1.0,3.0,4.0,5.0,0.0
199,219.0,0.0,1.0,0.0,1.0,0.0,4,2.0,35.0,1.0,0.5,12.0,400.0,0.5,NUEVO MILENIO,1.0,1.0,3.0,4.0,5.0,0.0
200,219.0,0.0,1.0,0.0,1.0,0.0,4,2.0,35.0,1.0,0.5,12.0,400.0,0.5,VILLA SAN JUAN,1.0,1.0,3.0,4.0,5.0,0.0
201,772.0,0.0,1.0,0.0,1.0,1.0,6,14.0,18.0,1.0,1.5,0.0,700.0,0.5,LA RINCONADA,1.0,1.0,2.0,4.0,3.0,0.0
202,743.0,0.0,1.0,0.0,1.0,1.0,6,4.0,19.0,1.0,0.15,4.0,430.0,0.83333,C16 LA NUEVA JUVENTUD,1.0,1.0,1.0,5.0,4.0,0.0
203,747.0,0.0,1.0,0.0,1.0,1.0,6,18.0,22.0,1.0,0.3,1.0,400.0,0.0,C16 LA NUEVA JUVENTUD,0.0,1.0,3.0,3.0,5.0,0.0
204,748.0,0.0,1.0,0.0,1.0,1.0,5,18.0,20.0,1.0,0.5,2.0,420.0,0.4,C16 LA NUEVA JUVENTUD,0.0,1.0,2.0,3.0,3.0,0.0
205,749.0,0.0,1.0,0.0,1.0,1.0,5,8.0,20.0,1.0,0.5,2.0,350.0,0.8,C16 LA NUEVA JUVENTUD,0.0,1.0,4.0,1.0,4.0,0.0
206,631.0,0.0,0.0,0.0,1.0,1.0,4,7.0,15.0,1.0,0.2,0.0,200.0,0.5,NADINE HEREDIA,0.0,1.0,3.0,1.0,3.0,0.0
207,632.0,0.0,0.0,0.0,1.0,1.0,7,5.0,22.0,2.0,2.0,0.0,250.0,0.0,NADINE HEREDIA,0.0,1.0,6.0,1.0,6.0,0.0
208,633.0,0.0,1.0,0.0,1.0,1.0,8,6.0,20.0,2.0,0.0,5.0,300.0,0.125,NADINE HEREDIA,0.0,1.0,6.0,1.0,6.0,0.0
209,634.0,0.0,0.0,0.0,1.0,1.0,5,6.0,17.0,1.0,2.0,8.0,250.0,0.0,NADINE HEREDIA,0.0,1.0,2.0,3.0,4.0,0.0
210,635.0,0.0,1.0,0.0,1.0,0.0,3,6.0,16.0,1.0,1.1690340909090908,1.9508474576271186,300.0,0.0,NADINE HEREDIA,0.0,1.0,1.0,2.0,0.0,0.0
211,636.0,0.0,0.0,0.0,1.0,0.0,8,6.0,18.0,1.0,1.0,1.0,250.0,0.0,NADINE HEREDIA,0.0,1.0,7.0,1.0,6.0,0.0
212,637.0,0.0,1.0,0.0,1.0,0.0,8,1.0,26.0,1.0,2.0,1.0,300.0,0.0,NADINE HEREDIA,1.0,1.0,5.0,3.0,6.0,0.0
213,114.0,0.0,1.0,0.0,1.0,0.0,5,18.0,27.0,1.0,0.5,0.0,650.0,0.4,LADERAS DE STA CRUZ,1.0,1.0,3.0,2.0,3.0,0.0
214,115.0,0.0,1.0,0.0,1.0,0.0,7,18.0,22.0,2.0,1.0,2.0,800.0,1.0,LADERAS DE STA CRUZ,1.0,1.0,1.0,3.0,2.0,0.0
215,116.0,0.0,1.0,0.0,1.0,0.0,4,18.0,28.0,1.0,0.5,2.0,650.0,0.5,LADERAS DE STA CRUZ,0.0,1.0,2.0,2.0,2.0,0.0
216,117.0,0.0,1.0,0.0,1.0,0.0,6,3.0,22.0,1.0,2.0,4.0,800.0,0.83333,LADERAS DE STA CRUZ,1.0,1.0,4.0,1.0,3.0,0.0
217,118.0,0.0,1.0,0.0,1.0,0.0,3,18.0,22.0,1.0,0.5,0.0,300.0,0.66667,LADERAS DE STA CRUZ,1.0,1.0,1.0,2.0,1.0,0.0
219,271.0,0.0,0.0,0.0,1.0,0.0,5,5.0,19.0,1.0,1.1690340909090908,1.9508474576271189,400.0,0.6,VISTA ALEGRE,1.0,1.0,3.0,2.0,2.0,0.0
220,272.0,0.0,1.0,0.0,0.0,0.0,4,3.0,22.0,1.0,1.1690340909090908,2.0,400.0,0.65953,VISTA ALEGRE,0.0,1.0,4.0,0.0,3.0,0.0
221,273.0,0.0,1.0,0.0,1.0,0.0,4,15.0,29.0,1.0,2.0,1.9508474576271189,400.0,0.25,VISTA ALEGRE,1.0,1.0,3.0,1.0,2.0,0.0
222,274.0,0.0,1.0,0.0,1.0,0.0,5,17.0,18.0,1.0,1.1690340909090908,1.9508474576271189,200.0,0.6,VISTA ALEGRE,1.0,1.0,3.0,3.0,2.0,1.0
223,275.0,0.0,1.0,0.0,1.0,0.0,6,7.0,18.0,1.0,1.169034090909091,1.9508474576271189,200.0,0.5,VISTA ALEGRE,1.0,1.0,4.0,2.0,2.0,0.0
224,276.0,0.0,1.0,0.0,1.0,1.0,5,5.0,17.0,1.0,1.0,1.9508474576271189,300.0,0.6,VISTA ALEGRE,0.0,1.0,3.0,0.0,2.0,0.0
225,277.0,0.0,1.0,0.0,1.0,0.0,9,18.0,18.0,2.0,1.5,1.9508474576271186,650.0,0.0,VISTA ALEGRE,0.0,1.0,4.0,4.0,7.0,0.0
226,278.0,0.0,1.0,0.0,1.0,0.0,3,5.0,19.0,1.0,1.1690340909090908,1.9508474576271186,300.0,0.66667,VISTA ALEGRE,1.0,1.0,2.0,2.0,2.0,0.0
227,132.0,0.0,0.0,0.0,1.0,1.0,5,1.0,17.0,3.0,2.0,0.0,600.0,0.2,MONTE DE ISRAEL,0.0,1.0,1.0,3.0,3.0,0.0
228,133.0,1.0,0.0,0.0,0.0,0.0,5,3.0,13.0,1.0,0.0,0.0,800.0,0.4,MONTE DE ISRAEL,1.0,1.0,1.0,4.0,3.0,0.0
229,134.0,1.0,0.0,0.0,1.0,0.0,3,0.3,14.0,1.0,0.4,0.0,500.0,0.0,MONTE DE ISRAEL,1.0,1.0,1.0,2.0,1.0,0.0
230,135.0,0.0,0.0,0.0,1.0,1.0,4,2.0,21.0,1.0,0.5,0.0,600.0,0.0,MONTE DE ISRAEL,0.0,1.0,3.0,1.0,3.0,0.0
232,148.0,0.0,1.0,0.0,1.0,0.0,6,12.0,20.0,1.0,1.0,1.0,1000.0,0.83333,VILLA HORIZONTE,1.0,1.0,2.0,4.0,3.0,0.0
233,149.0,0.0,1.0,0.0,1.0,0.0,5,12.0,20.0,1.0,1.5,4.0,850.0,0.8,VILLA HORIZONTE,1.0,1.0,3.0,2.0,2.0,0.0
234,150.0,0.0,1.0,0.0,1.0,0.0,6,9.0,31.0,2.0,2.0,0.0,1000.0,0.5,VILLA HORIZONTE,1.0,1.0,1.0,4.0,2.0,0.0
235,151.0,0.0,1.0,0.0,1.0,0.0,2,15.0,16.0,1.3063291139240507,1.1690340909090908,1.9508474576271186,300.0,1.0,VILLA HORIZONTE,1.0,1.0,1.0,1.0,0.0,0.0
236,152.0,0.0,1.0,0.0,1.0,0.0,5,13.0,19.0,1.0,2.0,2.0,600.0,0.4,VILLA HORIZONTE,0.0,1.0,4.0,1.0,3.0,1.0
238,154.0,0.0,1.0,0.0,1.0,0.0,7,15.0,15.0,1.0,0.5,2.0,500.0,0.0,VILLA HORIZONTE,1.0,1.0,4.0,3.0,5.0,0.0
239,155.0,0.0,1.0,0.0,1.0,0.0,5,15.0,27.0,1.0,1.5,2.0,720.0,0.8,VILLA HORIZONTE,1.0,1.0,3.0,2.0,3.0,0.0
241,71.0,0.0,1.0,0.0,1.0,1.0,5,20.0,19.0,2.0,2.0,2.0,850.0,1.0,SENOR DE QOYLLOR RITTY,1.0,1.0,1.0,4.0,2.0,0.0
242,72.0,0.0,1.0,1.0,1.0,1.0,6,4.0,18.0,2.0,2.0,1.0,700.0,0.5,SENOR DE QOYLLOR RITTY,1.0,1.0,4.0,3.0,3.0,0.0
243,73.0,1.0,1.0,0.0,1.0,1.0,5,18.0,17.0,7.0,2.0,22.0,500.0,0.4,SENOR DE QOYLLOR RITTY,1.0,1.0,4.0,1.0,2.0,0.0
244,74.0,1.0,1.0,0.0,1.0,1.0,6,4.0,18.0,1.0,0.5,1.9508474576271186,800.0,0.5,SENOR DE QOYLLOR RITTY,1.0,1.0,1.0,5.0,4.0,0.0
245,75.0,1.0,0.0,0.0,1.0,1.0,6,4.0,21.0,1.0,2.0,2.0,680.0,0.33333,SENOR DE QOYLLOR RITTY,0.0,1.0,5.0,0.0,4.0,0.0
248,79.0,0.0,1.0,0.0,1.0,0.0,4,24.0,20.0,1.0,1.0,1.9508474576271186,800.0,1.0,SENOR DE QOYLLOR RITTY,0.0,1.0,2.0,2.0,2.0,0.0
249,78.0,0.0,0.0,0.0,0.0,1.0,4,3.0,17.0,7.0,2.0,1.9508474576271189,500.0,0.5,SENOR DE QOYLLOR RITTY,1.0,1.0,3.0,1.0,2.0,0.0
250,279.0,1.0,1.0,0.0,1.0,0.0,4,9.0,19.0,1.0,1.5,1.0,300.0,0.25,BELLAVISTA 1,1.0,1.0,3.0,1.0,2.0,0.0
251,280.0,1.0,1.0,0.0,0.0,0.0,5,9.0,27.0,1.0,1.0,1.0,1000.0,0.4,BELLAVISTA 1,1.0,1.0,3.0,2.0,3.0,0.0
252,281.0,0.0,0.0,0.0,1.0,1.0,8,2.0,16.0,2.0,2.0,0.0,850.0,0.25,BELLAVISTA 1,1.0,1.0,3.0,5.0,5.0,0.0
253,282.0,0.0,1.0,0.0,0.0,1.0,4,10.0,20.0,1.0,0.5,1.9508474576271189,350.0,1.0,BELLAVISTA 1,0.0,1.0,2.0,0.0,0.0,0.0
254,283.0,0.0,1.0,0.0,1.0,1.0,5,8.0,15.0,1.0,0.5,1.9508474576271189,800.0,0.0,BELLAVISTA 1,1.0,1.0,4.0,1.0,3.0,0.0
255,56.0,0.0,0.0,0.0,1.0,1.0,6,17.0,20.0,1.0,1.0,1.9508474576271186,800.0,0.5,LAS TERRAZAS,0.0,1.0,6.0,0.0,4.0,0.0
256,57.0,0.0,0.0,0.0,1.0,1.0,2,17.0,33.0,1.0,1.0,1.9508474576271186,500.0,1.0,LAS TERRAZAS,0.0,1.0,1.0,1.0,0.0,0.0
257,58.0,0.0,0.0,0.0,1.0,1.0,3,3.0,18.0,1.0,1.0,1.9508474576271186,500.0,0.87937,LAS TERRAZAS,0.0,1.0,3.0,1.0,3.0,0.0
258,59.0,0.0,0.0,0.0,1.0,0.0,8,10.0,20.0,2.0,1.1690340909090908,3.0,850.0,0.375,LAS TERRAZAS,1.0,1.0,4.0,4.0,4.0,0.0
259,60.0,0.0,0.0,0.0,1.0,0.0,5,17.0,23.0,1.0,1.0,3.0,850.0,0.4,LAS TERRAZAS,1.0,1.0,1.0,4.0,3.0,0.0
260,61.0,0.0,0.0,0.0,1.0,0.0,6,17.0,20.0,1.0,1.0,1.9508474576271186,850.0,0.43969,LAS TERRAZAS,1.0,1.0,5.0,1.0,2.0,0.0
261,62.0,0.0,0.0,0.0,1.0,0.0,3,17.0,25.0,2.0,1.0,1.9508474576271186,850.0,0.66667,LAS TERRAZAS,1.0,1.0,1.0,3.0,0.0,0.0
263,64.0,0.0,0.0,0.0,1.0,1.0,5,17.0,18.0,1.0,1.0,1.9508474576271186,500.0,0.52762,LAS TERRAZAS,1.0,1.0,4.0,1.0,2.0,0.0
264,65.0,0.0,0.0,0.0,1.0,1.0,6,3.0,18.0,1.0,1.0,1.9508474576271189,950.0,0.16667,LAS TERRAZAS,1.0,1.0,3.0,3.0,4.0,0.0
265,658.0,0.0,1.0,0.0,1.0,0.0,5,6.0,22.0,1.0,1.0,3.0,700.0,0.4,CRUZ DE MAYO,1.0,1.0,3.0,1.0,2.0,0.0
267,660.0,1.0,0.0,0.0,0.0,1.0,4,18.0,19.0,1.0,1.5,1.0,900.0,0.5,CRUZ DE MAYO,1.0,1.0,2.0,3.0,3.0,0.0
268,661.0,0.0,0.0,0.0,1.0,0.0,6,20.0,30.0,1.0,1.0,0.0,900.0,0.5,CRUZ DE MAYO,1.0,1.0,4.0,2.0,3.0,0.0
269,673.0,0.0,1.0,0.0,1.0,0.0,6,10.0,21.0,1.0,1.0,1.0,750.0,0.16667,NUEVA GENERACION,1.0,1.0,4.0,2.0,4.0,0.0
270,66.0,0.0,1.0,0.0,1.0,1.0,6,12.0,21.0,1.0,1.0,1.0,1000.0,0.43969,LOS INDUSTRIALES,1.0,1.0,1.0,5.0,4.0,0.0
271,67.0,0.0,1.0,0.0,1.0,1.0,4,18.0,20.0,1.0,0.5,3.0,400.0,0.25,LOS INDUSTRIALES,0.0,1.0,3.0,1.0,3.0,0.0
273,69.0,0.0,0.0,0.0,1.0,1.0,6,4.0,18.0,1.0,1.1690340909090908,3.0,800.0,0.16667,LOS INDUSTRIALES,1.0,1.0,3.0,3.0,4.0,0.0
274,143.0,0.0,1.0,0.0,1.0,0.0,5,5.0,24.0,1.0,1.5,1.0,800.0,0.0,LOS PEDREGALES 2000,1.0,1.0,2.0,3.0,1.0,0.0
275,144.0,0.0,1.0,0.0,1.0,0.0,4,2.0,22.0,1.0,1.0,1.9508474576271189,900.0,0.25,LOS PEDREGALES 2000,1.0,1.0,1.0,3.0,1.0,0.0
276,145.0,0.0,1.0,0.0,1.0,0.0,9,18.0,19.0,2.0,2.0,3.0,930.0,0.33333,LOS PEDREGALES 2000,1.0,1.0,4.0,5.0,4.0,0.0
277,146.0,0.0,1.0,0.0,0.0,0.0,5,18.0,20.0,1.0,1.0,4.0,400.0,0.0,LOS PEDREGALES 2000,0.0,1.0,2.0,3.0,2.0,1.0
278,147.0,0.0,1.0,0.0,1.0,0.0,5,11.0,24.0,1.0,1.5,0.0,900.0,1.0,LOS PEDREGALES 2000,1.0,1.0,3.0,2.0,2.0,1.0
279,770.0,0.0,1.0,0.0,0.0,0.0,5,4.0,15.0,1.0,3.0,1.9508474576271189,500.0,0.52762,VIRGEN DEL CARMEN,1.0,1.0,3.0,2.0,3.0,0.0
280,777.0,0.0,1.0,0.0,1.0,0.0,4,6.0,18.0,1.0,1.1690340909090908,1.9508474576271186,400.0,0.65953,VIRGEN DEL CARMEN,0.0,1.0,2.0,2.0,2.0,0.0
281,779.0,0.0,1.0,0.0,1.0,0.0,3,6.0,18.0,1.0,2.0,1.9508474576271186,300.0,0.87937,VIRGEN DEL CARMEN,0.0,1.0,2.0,1.0,2.0,0.0
285,767.0,0.0,1.0,0.0,1.0,0.0,4,6.0,15.0,1.0,2.0,1.9508474576271186,400.0,0.65953,LAS PRADERAS,0.0,1.0,4.0,0.0,2.0,0.0
286,768.0,0.0,1.0,0.0,1.0,0.0,5,7.0,17.0,1.0,1.0,1.9508474576271186,400.0,0.52762,LAS PRADERAS,0.0,1.0,3.0,2.0,3.0,0.0
287,769.0,0.0,1.0,0.0,1.0,0.0,5,6.0,16.0,1.0,2.0,3.0,500.0,0.52762,LAS PRADERAS,0.0,1.0,3.0,2.0,4.0,0.0
289,81.0,0.0,0.0,0.0,1.0,0.0,6,18.0,20.98711340206186,2.0,0.75,3.0,800.0,0.43969,PORTADA DEL SOL,1.0,1.0,2.0,2.0,2.0,0.0
291,83.0,0.0,1.0,0.0,1.0,0.0,3,18.0,20.0,1.0,2.0,4.0,680.0,1.0,PORTADA DEL SOL,0.0,1.0,3.0,0.0,1.0,1.0
292,84.0,0.0,0.0,0.0,1.0,0.0,5,2.0,20.987113402061855,1.0,1.0,1.9508474576271186,750.0,0.8,PORTADA DEL SOL,0.0,1.0,1.0,1.0,1.0,0.0
293,85.0,0.0,1.0,0.0,1.0,1.0,3,18.0,20.987113402061855,1.0,1.0,2.0,850.0,0.87937,PORTADA DEL SOL,0.0,1.0,2.0,1.0,2.0,0.0
295,87.0,0.0,0.0,0.0,1.0,1.0,5,18.0,15.0,1.0,1.0,3.0,700.0,0.4,PORTADA DEL SOL,1.0,1.0,3.0,2.0,3.0,0.0
297,639.0,1.0,1.0,0.0,1.0,1.0,4,19.0,30.0,1.0,1.5,0.0,500.0,0.75,GARDENIAS,0.0,1.0,2.0,2.0,3.0,0.0
298,640.0,0.0,1.0,0.0,1.0,1.0,5,13.0,20.0,1.0,2.0,1.0,400.0,0.52762,GARDENIAS,0.0,1.0,3.0,2.0,3.0,0.0
299,641.0,0.0,1.0,0.0,1.0,0.0,4,13.0,21.0,1.0,1.5,2.0,250.0,0.5,GARDENIAS,0.0,1.0,3.0,1.0,3.0,0.0
300,642.0,0.0,1.0,0.0,1.0,0.0,6,13.0,21.0,1.0,0.0,0.0,200.0,0.66667,GARDENIAS,0.0,1.0,3.0,3.0,5.0,0.0
302,645.0,0.0,1.0,0.0,1.0,0.0,4,10.0,15.0,1.0,2.0,1.0,200.0,0.5,GARDENIAS,0.0,1.0,2.0,2.0,2.0,0.0
304,667.0,0.0,1.0,0.0,1.0,0.0,7,14.0,24.0,1.0,0.7,1.0,950.0,0.28571,EL PORUENIR,1.0,1.0,3.0,4.0,5.0,0.0
305,668.0,0.0,1.0,0.0,1.0,0.0,6,18.0,16.0,1.0,1.5,0.0,1000.0,0.33333,EL PORUENIR,0.0,1.0,3.0,3.0,5.0,0.0
306,669.0,0.0,1.0,0.0,1.0,1.0,7,17.0,18.0,1.0,0.5,0.0,800.0,0.14286,EL PORUENIR,0.0,1.0,4.0,2.0,5.0,0.0
307,215.0,0.0,1.0,0.0,1.0,1.0,5,10.0,22.0,1.0,0.0,1.0,750.0,0.8,NUEVO MILENIO,1.0,1.0,3.0,2.0,2.0,1.0
308,216.0,0.0,1.0,0.0,1.0,1.0,5,15.0,25.0,2.0,2.0,1.0,800.0,0.4,NUEVO MILENIO,1.0,1.0,3.0,2.0,3.0,0.0
309,217.0,0.0,1.0,0.0,1.0,1.0,4,4.0,16.0,1.0,0.2,1.0,700.0,0.25,NUEVO MILENIO,0.0,1.0,3.0,1.0,3.0,0.0
310,218.0,0.0,1.0,0.0,1.0,0.0,4,11.0,21.0,2.0,0.3,1.9508474576271186,800.0,0.75,NUEVO MILENIO,1.0,1.0,2.0,2.0,2.0,0.0
311,220.0,0.0,1.0,0.0,1.0,0.0,7,18.0,15.0,1.0,0.5,2.0,750.0,0.28571,NUEVO MILENIO,1.0,1.0,5.0,2.0,4.0,0.0
312,221.0,0.0,1.0,0.0,1.0,1.0,5,9.0,23.0,2.0,0.5,5.0,400.0,0.4,NUEVO MILENIO,1.0,1.0,2.0,3.0,3.0,0.0
313,222.0,0.0,1.0,0.0,1.0,0.0,7,17.0,18.0,1.0,0.5,2.0,600.0,0.28571,NUEVO MILENIO,1.0,1.0,4.0,3.0,5.0,0.0
314,223.0,0.0,1.0,0.0,1.0,0.0,3,7.0,22.0,1.0,0.5,1.0,400.0,0.33333,NUEVO MILENIO,0.0,1.0,3.0,0.0,2.0,0.0
316,294.0,0.0,1.0,0.0,1.0,1.0,5,18.0,26.0,1.0,1.0,1.0,500.0,1.0,VILLA SAN JUAN II,1.0,1.0,1.0,3.0,2.0,0.0
317,295.0,0.0,1.0,0.0,1.0,1.0,5,18.0,22.0,1.0,1.5,2.0,400.0,1.0,VILLA SAN JUAN II,0.0,1.0,2.0,2.0,3.0,0.0
318,296.0,0.0,1.0,0.0,1.0,1.0,3,18.0,16.0,2.0,2.0,1.0,400.0,0.33333,VILLA SAN JUAN II,0.0,1.0,2.0,1.0,1.0,0.0
320,298.0,0.0,1.0,0.0,1.0,1.0,3,18.0,25.0,1.0,1.0,3.0,400.0,0.66667,VILLA SAN JUAN II,0.0,1.0,1.0,2.0,2.0,0.0
321,299.0,0.0,1.0,0.0,1.0,1.0,4,17.0,26.0,2.0,1.0,2.0,450.0,0.0,VILLA SAN JUAN II,0.0,1.0,2.0,2.0,3.0,0.0
322,88.0,0.0,1.0,0.0,1.0,0.0,5,18.0,23.0,1.0,0.1,3.0,100.0,1.0,GIRASOLES ALTO,0.0,1.0,4.0,1.0,2.0,0.0
323,89.0,0.0,0.0,0.0,1.0,1.0,6,18.0,36.0,1.0,2.0,3.0,600.0,0.66667,GIRASOLES ALTO,0.0,1.0,2.0,0.0,1.0,0.0
324,90.0,0.0,0.0,0.0,0.0,1.0,8,18.0,17.0,1.0,2.0,2.0,1000.0,0.25,GIRASOLES ALTO,1.0,1.0,4.0,2.0,4.0,0.0
325,91.0,0.0,0.0,0.0,1.0,0.0,4,12.0,25.0,1.0,0.5,1.0,600.0,0.5,GIRASOLES ALTO,1.0,1.0,2.0,2.0,2.0,0.0
326,92.0,0.0,0.0,0.0,1.0,0.0,5,10.0,22.0,1.0,1.5,2.0,500.0,1.0,GIRASOLES ALTO,1.0,1.0,2.0,3.0,3.0,0.0
327,93.0,0.0,1.0,0.0,1.0,0.0,5,1.0,23.0,1.0,1.5,1.0,700.0,0.6,GIRASOLES ALTO,1.0,1.0,3.0,2.0,2.0,0.0
328,254.0,0.0,1.0,0.0,1.0,0.0,5,18.0,20.0,2.0,1.1690340909090908,2.0,700.0,0.6,STA ROSA AUTOGESTIONARIA,1.0,1.0,2.0,2.0,2.0,0.0
329,255.0,0.0,1.0,0.0,0.0,0.0,0,8.0,1.0,1.0,1.5,0.0,450.0,0.0,STA ROSA AUTOGESTIONARIA,0.0,1.0,2.0,2.0,2.0,0.0
330,256.0,0.0,0.0,0.0,1.0,1.0,5,18.0,20.0,2.0,1.0,0.0,700.0,0.0,STA ROSA AUTOGESTIONARIA,0.0,1.0,2.0,2.0,3.0,0.0
331,257.0,0.0,1.0,0.0,1.0,1.0,6,18.0,22.0,1.0,1.0,4.0,700.0,0.16667,STA ROSA AUTOGESTIONARIA,1.0,1.0,3.0,3.0,3.0,1.0
334,774.0,0.0,0.0,0.0,1.0,1.0,6,18.0,15.0,2.0,1.0,3.0,600.0,0.5,AMPLIACION 8B,1.0,1.0,4.0,2.0,3.0,0.0
335,653.0,0.0,1.0,0.0,1.0,1.0,5,6.0,27.0,1.0,1.0,1.0,1000.0,0.2,NUEVA JERUSALEN,1.0,1.0,4.0,1.0,3.0,0.0
336,654.0,0.0,1.0,0.0,0.0,0.0,4,17.0,18.0,2.0,1.0,0.0,800.0,0.0,NUEVA JERUSALEN,0.0,1.0,1.0,1.0,0.0,0.0
339,657.0,0.0,1.0,0.0,1.0,0.0,5,14.0,20.0,1.0,0.0,0.0,0.0,0.4,NUEVA JERUSALEN,1.0,1.0,1.0,2.0,1.0,0.0
340,284.0,0.0,1.0,0.0,1.0,0.0,5,19.0,20.0,1.0,0.5,0.0,850.0,0.0,LAS TORRES,1.0,1.0,2.0,3.0,3.0,0.0
341,285.0,0.0,0.0,0.0,0.0,0.0,7,19.0,18.0,1.0,1.5,1.0,850.0,0.14286,LAS TORRES,1.0,1.0,2.0,3.0,3.0,0.0
342,286.0,0.0,0.0,0.0,1.0,0.0,8,8.0,18.0,1.0,1.0,1.0,800.0,0.125,LAS TORRES,1.0,1.0,4.0,1.0,3.0,0.0
343,287.0,0.0,0.0,0.0,1.0,0.0,5,19.0,24.0,1.0,0.5,0.0,850.0,0.4,LAS TORRES,1.0,1.0,2.0,4.0,4.0,0.0
344,288.0,0.0,1.0,0.0,1.0,0.0,6,19.0,18.0,1.0,0.3,0.0,800.0,1.0,LAS TORRES,1.0,1.0,2.0,3.0,3.0,0.0
345,289.0,1.0,1.0,0.0,1.0,0.0,2,4.0,17.0,1.0,1.5,0.0,600.0,0.0,LAS TORRES,0.0,1.0,1.0,1.0,1.0,0.0
346,290.0,1.0,0.0,0.0,1.0,0.0,10,19.0,20.0,2.0,1.0,0.0,800.0,0.0,VILLA VICENCIO,1.0,1.0,3.0,2.0,3.0,0.0
347,291.0,1.0,1.0,0.0,1.0,0.0,6,4.0,25.0,1.0,1.0,0.0,850.0,0.33333,LAS TORRES,1.0,1.0,3.0,2.0,3.0,0.0
348,292.0,0.0,0.0,0.0,1.0,0.0,4,5.0,20.0,1.0,0.5,0.0,700.0,0.75,LAS TORRES,1.0,1.0,3.0,1.0,2.0,0.0
349,293.0,1.0,0.0,0.0,1.0,1.0,7,6.0,18.0,1.0,1.5,0.0,930.0,0.57143,LAS TORRES,1.0,1.0,4.0,2.0,4.0,0.0
350,624.0,0.0,1.0,0.0,1.0,0.0,6,35.0,20.0,1.0,0.5,0.0,400.0,1.0,EL NAZARENO,0.0,1.0,3.0,0.0,2.0,0.0
351,625.0,0.0,1.0,0.0,1.0,0.0,8,35.0,15.0,1.0,0.5,1.9508474576271184,200.0,1.0,EL NAZARENO,0.0,1.0,2.0,4.0,5.0,0.0
352,626.0,0.0,1.0,0.0,1.0,0.0,8,35.0,20.0,1.0,0.5,1.9508474576271184,400.0,1.0,EL NAZARENO,0.0,1.0,3.0,2.0,4.0,0.0
353,627.0,0.0,1.0,0.0,1.0,0.0,7,35.0,18.0,5.0,3.0,0.0,450.0,1.0,EL NAZARENO,0.0,1.0,4.0,2.0,5.0,0.0
354,628.0,0.0,1.0,0.0,1.0,0.0,3,35.0,20.0,1.0,0.5,1.9508474576271184,200.0,1.0,EL NAZARENO,0.0,1.0,1.0,2.0,2.0,0.0
355,629.0,0.0,1.0,0.0,1.0,0.0,13,35.0,18.0,1.0,1.0,1.9508474576271186,250.0,0.69231,EL NAZARENO,0.0,1.0,4.0,3.0,6.0,0.0
356,630.0,0.0,1.0,0.0,1.0,0.0,10,35.0,21.0,1.0,2.0,1.9508474576271186,300.0,1.0,EL NAZARENO,0.0,1.0,4.0,2.0,5.0,0.0
357,320.0,0.0,0.0,0.0,1.0,0.0,4,2.0,34.0,1.0,2.0,3.0,750.0,0.75,LAS ROCAS,0.0,1.0,3.0,1.0,1.0,0.0
358,321.0,0.0,0.0,0.0,1.0,0.0,4,1.0,22.0,1.0,2.0,1.9508474576271186,380.0,0.25,LAS ROCAS,1.0,1.0,1.0,3.0,2.0,0.0
359,322.0,0.0,0.0,1.0,1.0,0.0,7,5.0,18.0,1.0,1.0,3.0,800.0,0.42857,LAS ROCAS,1.0,1.0,3.0,3.0,4.0,0.0
360,323.0,0.0,0.0,0.0,1.0,0.0,2,2.0,20.987113402061855,1.0,2.0,1.9508474576271186,750.0,0.5,LAS ROCAS,0.0,1.0,1.0,1.0,1.0,0.0
361,324.0,0.0,0.0,0.0,1.0,0.0,3,5.0,38.0,1.0,3.0,4.0,450.0,1.0,LAS ROCAS,1.0,1.0,1.0,2.0,1.0,0.0
362,325.0,0.0,0.0,0.0,1.0,0.0,4,6.0,20.0,1.0,3.0,2.0,600.0,0.5,LAS ROCAS,1.0,1.0,1.0,3.0,2.0,0.0
363,326.0,0.0,0.0,0.0,1.0,0.0,6,7.0,19.0,1.0,2.0,4.0,800.0,0.5,LAS ROCAS,1.0,1.0,3.0,2.0,3.0,0.0
364,732.0,0.0,1.0,1.0,0.0,1.0,13,18.0,18.0,4.0,0.75,1.0,1500.0,0.23077,7 DE ENERO,1.0,1.0,8.0,2.0,7.0,0.0
365,733.0,0.0,0.0,0.0,1.0,1.0,5,10.0,20.0,1.0,0.75,2.0,800.0,1.0,7 DE ENERO,1.0,1.0,3.0,2.0,3.0,0.0
366,734.0,1.0,1.0,0.0,1.0,1.0,9,18.0,15.0,2.0,1.1690340909090908,1.0,1300.0,0.44444,7 DE ENERO,1.0,1.0,4.0,5.0,7.0,0.0
367,735.0,0.0,1.0,0.0,1.0,1.0,5,18.0,24.0,1.0,1.1690340909090908,1.0,900.0,0.4,7 DE ENERO,1.0,1.0,2.0,3.0,3.0,0.0
